factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factory_location_in_city,factory_location_in_town,year_of_establishment,factory_status
"Cotton Clothing (BD) Ltd.",Knit,5,420,350,750000,"Shirts ,Pants ,T-Shirts","Kazi Tower, Shataish Road, Gazipura, Gazipur, Tongi",Gazipur,Tongi,2012,Clean
"Cotton Clout (BD) Ltd.",Knit,5,558,378,1500000,"T-Shirts ,Polo Shirts ,Tank Tops","Jarun (South), Gazipur, Kashimpur",Gazipur,Kashimpur,2009,Clean
"Cotton Club (BD) Ltd.",Knit,5,2118,860,1000000,"T-Shirts ,Polo Shirts ,Pullovers","Jarun (South), Gazipur, Kashimpur",Gazipur,Kashimpur,2007,Clean
"Cotton Dyeing & Finishing Mills Ltd.",Knit,5,1950,1400,1210000,"T-Shirts ,Polo Shirts ,Sweat Shirts","Amtoli, Habirbari, Seed Store Bazar, Mymensingh, Valuka",Mymensingh,Valuka,1995,Clean
"Cotton Farm Clothing Ltd.",Woven,1,65,63,160800,"shirt ,Pant ,T-shirt ,Hoodie","Aukpara, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2018,Clean
"Cotton Field (BD) Ltd.",Knit,5,1156,360,450000,"T-Shirts ,Polo Shirts ,Jackets","Shima Complex, Plot # 23, Sataish Road, Gazipur, Tongi",Gazipur,Tongi,2004,Clean
"Cotton Harvest Ltd.",Knit,5,400,170,2500000,"T-Shirts ,Polo Shirts","Plot # 4, Kadamtoli, Dhaka, Shampur",Dhaka,Shampur,2014,Clean
"Cotton Line (BD) Ltd.",Knit,5,850,500,600000,"Sweat Shirts ,T-Shirts ,Trousers ,Tank Top","Amtoli, Habirbari, Seedstore Bazar, Mymensingh, Valuka",Mymensingh,Valuka,1994,Clean
"Cotton N Cotton Garments Inds. Ltd.",Knit,5,500,400,565000,"T-Shirts ,Jackets ,Trousers","Amtoli, Habirbari, Seed Store Bazar, Mymensingh, Valuka",Mymensingh,Valuka,1990,Clean
"Cotton Textile And Apparels Ltd.",Knit,5,600,1500,21500,"T-Shirts ,Polo Shirts ,Tank Tops","Plot # I/2, 3 & 4 (Grounf Floor), Road # 7, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,1996,Clean
"Cotton Zone Ltd.",Knit,5,330,245,150000,"T-Shirts ,Polo Shirts ,Trousers","Inds. Plot # 5, Road # 1, Section # 7, Dhaka, Dhaka",Dhaka,Dhaka,2007,Clean
"Cozy Apparels Ltd.",Woven,1,600,188,9740000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Holding # 315, Sarabo, Kashimpur, Gazipur, Gazipur",Gazipur,Gazipur,2022,Clean
"Craft Apparels Ltd.",Woven,1,423,130,119583,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Durgapur, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022,Clean
"Crazy Fashions Ltd.",Woven,5,1068,160,55000,"Jackets ,Pants ,Shorts ,Shirts","Civil Engineers Towers, Inds. Plot # 1, Block - E, Avenue # 1, Section # 11, Dhaka, Mirpur",Dhaka,Mirpur,1994,Clean
"Create Design Ltd.",Woven,5,275,102,60000,"Shirts ,Pants","Plot#1981, Trimohoni Main Road,, Dasherkandi, Khilgaon, Dhaka, B. Baria",Dhaka,"B. Baria",2015,Clean
"Creative Collections Ltd.",Woven,5,330,578,200000,"Shirts ,Pants","69 & 107, Nishat Nagar, Gazipur, B. Baria",Gazipur,"B. Baria",2013,Clean
"Creative Designers Ltd.",Woven,5,600,381,100000,"Jackets ,Pants ,Trousers","Plot # 283 (6th Floor), Ibrahimpur, Dhaka, Cantonment",Dhaka,Cantonment,2005,Clean
"Creative Outerwear Ltd.",Woven,1,2,112,100000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Atifa Hights, Airpor Colony Road, 14, No East Patenga, 41 No Patenga Ward, Patenga, Chittagong, Chittagong",Chittagong,Chittagong,2022,Clean
"Creative Shirts House Ltd.",Sweater,5,0,193,0,Sweaters,"Bade Kalamshar, K.B. Bazar, Gazipur, K.B. Bazar",Gazipur,"K.B. Bazar",2009,Anomaly
"Creative Shirts Ltd. (U-2)",Woven,5,350,194,120000,"Shirts ,Pants","South Panishail, Gazipur, Kashimpur",Gazipur,Kashimpur,2012,Clean
"Creative stylewear Ltd.",Knit,5,155,108,150000,"T-Shirts ,Polo Shirts","Kathgora Bazar, (Near Central Masque), Ashulia, Dhaka, Savar",Dhaka,Savar,2016,Clean
"Creative Sweaters (Pvt.) Ltd.",Sweater,5,420,330,28800,"Sweaters ,Cardigans ,Pullovers ,Jersey","1/A, Shilpa Plot Darus Salam Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,1993,Clean
"Creative Sweaters (Pvt) Ltd.(U-2)",Sweater,5,628,365,43200,"Sweaters ,Cardigans ,Jersey ,Pullovers","1/A, Shilpa Plot Darus Salam Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,2001,Clean
"Creative Tex Ltd.",Woven,5,350,225,150000,"Shirts ,Pants ,Trousers","Bade Kalmeshar, K.B. Bazar, Gazipur, K.B. Bazar",Gazipur,"K.B. Bazar",2010,Clean
"Creative Woolwear Ltd.",Sweater,5,1000,893,70000,Swearers,"3/3, Darussalam Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,2004,Clean
"Crescent Fashion And Design Ltd.",Woven,5,3946,1115,832000,"Mens Top & Bottoms ,Ladies Top & Bottoms ,KIds Top & Bottoms","Beximco Inds. Park, Sarabo, Gazipur, Gazipur",Gazipur,Gazipur,2004,Clean
"Crescent Trade Intl. Ltd.",Woven,5,0,72,40000,,"12 Mohakhali C/A, Dhaka, Mohakhali",Dhaka,Mohakhali,1985,Clean
"Crony Fashions Ltd.",Knit,5,300,113,280000,"T-Shirts ,Shirts ,Ladies Wears","Crony Complex, S.A. 646, Shashangaon, Enayetnagar, Narayanganj, Fatullah",Narayanganj,Fatullah,1998,Clean
"Crony Tex Sweater Ltd.",Sweater,5,2380,2032,50000,Sweater,"Plot # 190-193, 206-209, Block # B, BSCIC I/E, Narayanganj, Fatullah",Narayanganj,Fatullah,2015,Clean
"Crossline Woven Apparels Ltd.",Woven,5,140,95,15000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Sharifpur, National University, Gazipur, Gazipur",Gazipur,Gazipur,2014,Clean
"Crossline Woven Gmts. Ltd.",Woven,5,578,298,75000,"Jackets ,Trousers","Road # 13, House # 16 (4th, 8th & 9th Floor), Pallabi, Dhaka, Mirpur",Dhaka,Mirpur,2010,Clean
"Crown Easy Wear Ltd.",Sweater,5,250,60,60700,Sweater,"Gazipur, Gazipur, Gazipur, Sreepur",Gazipur,Sreepur,2016,Clean
"Crown Exclusive Wears Ltd.",Sweater,5,2450,542,5000000,"Sweater ,Cardigan ,T-Shirt ,Dress","Mawna,Sreepur, Gazipur, Gazipur, Gazipur",Gazipur,Gazipur,2016,Clean
"Crown Fashion & Sweater Ind. Ltd.",Sweater,5,2660,2000,4000000,"Sweaters ,Pullovers ,Cardigans ,Babies Dress","Plot # 781-782, Vogra, Gazipur, Gazipur",Gazipur,Gazipur,2001,Clean
"Crown Fashion Apparels Limited",Woven,1,2,200,250000,"Shirt ,Pant","Jamirdia, Valuka, Mymensingh, Mymensingh",Mymensingh,Mymensingh,2023,Clean
"Crown Knit Wear Ltd.",Sweater,5,1200,230,2150000,"Sweaters ,Pullovers ,Cardigans","Plot # 781 & 782, Vogra, Gazipur, Gazipur",Gazipur,Gazipur,2009,Clean
"Crown Wears (Pvt) Ltd.",Sweater,5,0,500,0,Sweaters,"Jamirdia, Mymensingh, Valuka",Mymensingh,Valuka,2003,Anomaly
"Crystal Apparels Ltd.",Woven,5,475,199,70000,"Shirts ,Pants ,Uniforms ,Jackets","KA-15/6, Rasulbagh (8th Floor), Dhaka, Mohakhali",Dhaka,Mohakhali,1993,Clean
"Crystal Composite Ltd.",Knit,5,700,442,550000,"T-Shirts ,Polo Shirts","629, Khejur Bagan, Ashulia, Dhaka, Savar",Dhaka,Savar,2010,Clean
"Crystal Martin Knitwear Bangladesh Ltd.",Sweater,5,580,750,110000,"Sweaters ,Cardigans","Halder Complex, Plot # 459 (New), Teknagpara, Gazipur, Chowrasta",Gazipur,Chowrasta,2009,Clean
"Crystal Wears Ltd.",Knit,5,300,120,240000,"Knitted Garments ,T-Shirts, Polo Shirt","Sultan Mansion, 3, Sujat Nagar, Dhaka, Mirpur-12",Dhaka,Mirpur-12,1995,Clean
"CS Lee Knit Composite Ltd.",Knit,1,2,106,330000,"T-Shirt ,Polo Shirt ,Trouser ,Hoody","Jamgora, Zirabo, Ashulia, Dhaka, Dhaka",Dhaka,Dhaka,2022,Clean
"CSF Garments (Pvt) Ltd.",Knit,5,500,256,25000,"Shirts ,Pants","Deluxe House # 3 (3rd-5th Floor), 209/227 Kulgaon, Chittagong, Baluchara",Chittagong,Baluchara,2013,Clean
"Cut N Sew Ltd.",Woven,5,2,672,67188,"Shorts ,Trousers ,Skirts ,Pants","A. M. Plaza (10th Floor), 76, DIT Road, Malibagh, Dhaka, Dhaka",Dhaka,Dhaka,1998,Clean
"Cute Dress Industry",Knit,5,350,197,100000,"T-Shirts ,Polo Shirts","B-489, 490, BSCIC Hosiery I/A, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,Clean
"Cynosure Apparels Ltd.",Woven,5,270,100,12000,"Jackets ,Jogging Suits ,Pants","Shah Sritee Market (3rd & 4th fl), 36/A, Avenue # 4, Block # D, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,1993,Clean
"D & S Pretty Fashions Ltd.",Knit,5,3324,1430,450000,Sweater,"Pretty Square, South Salna, Gazipur, Salna",Gazipur,Salna,2003,Clean
"D-Tex Limited",Knit,5,272,109,0,"T-Shirts ,Polo Shirts","6, Bagar, East Mouchak, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2012,Anomaly
"D. H. Sweater Ltd.",Sweater,5,300,300,30000,Sweaters,"Mohammadia Mansion, 74, Jamgara EPZ Road, Ashulia, Dhaka, Savar",Dhaka,Savar,2007,Clean
"D.A. Knit & Fashion Wear",Knit,5,0,101,100000,"T-Shirts ,Polo Shirts ,Tank Top","Tanvir Shopping Complex, DEPZ Road, Ashulia, Dhaka, Savar",Dhaka,Savar,2007,Clean
"D.G. Knitting Co.",Knit,5,1500,820,750000,"Sweat Shirts ,Polo Shirts ,Night Wears","Doel Complex, 9 Karnapara, Dhaka, Savar",Dhaka,Savar,2007,Clean
"D.K. Textile Ltd.",Knit,5,50,121,312500,"T-Shirts ,Polo Shirts ,Jacket ,Hoody","Zamgara Bazar, Yarpur, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2004,Clean
"D.S. Fashion Ltd.",Knit,5,280,116,200000,"T-Shirts ,Polo Shirts ,Trousers ,Shorts","94, Mohakhali C/A, (10th & 11th Floor), Dhaka, Mohakhali",Dhaka,Mohakhali,2004,Clean
"D.Z. Garments Ltd.",Woven,5,300,210,80000,"Jackets ,Pants ,Trousers ,Outer Wears","Plot # M-2/1, Road # 7, Section # 7, Pallabi, Dhaka, Mirpur",Dhaka,Mirpur,1992,Clean
"Daania Fashion Ltd.",Woven,5,500,300,60000,"Trousers ,Shorts ,Bermuda","2/C, Darussalam Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,2008,Clean
"Dada (Dhaka) Ltd.",Woven,5,2957,1084,150000,"Hats & Caps","Plot # 28,, Sector # 6, Dhaka, B. Baria",Dhaka,"B. Baria",1991,Clean
"Dae-Gu Product Development Co. (BD) Ltd.",Woven,1,145,293,125000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Plot # 9a, Korean EPZ, Karnafully, Chittagong, Chittagong",Chittagong,Chittagong,2022,Clean
"Daelim Textile Ltd.",Woven,5,450,385,80000,"Pants ,Trousers ,Shorts ,Bermuda","1670/2091, West Sholashahar, Aturar, Chittagong, Baizid",Chittagong,"Bayzid Bostami",1995,Clean
"DAF Knitwears Ltd.",Knit,5,700,450,240000,"Blouses ,Jackets ,Shorts ,T-Shirts","132/142, Nasirabad I/A, Chittagong","132/142, Nasirabad I/A,",Chittagong,1995,Clean
"Dah Yuan Bangladesh Ltd.",Knit,5,300,270,120000,"Swim Suits ,Active Wears ,Sportswear ,T-Shirts","Plot # 35, Sector # 4, Road # 4, Chittagong, CEPZ",Chittagong,CEPZ,1993,Clean
"Dana Bottoms Ltd.",Woven,5,350,197,45000,"Shirts ,Jackets","77/20, Dagormora, CRP Road, Dhaka, Savar",Dhaka,Savar,2013,Clean
"Dana Sweater Inds. Ltd.",Sweater,5,2200,1620,200000,"Sweaters ,Cardigans ,Scarf ,Vests","Gabindrabari, Sardaganj, Gazipur, Kashimpur",Gazipur,Kashimpur,2005,Clean
"Danny Dhaka Ltd.",Sweater,5,140,82,11000,"Sweaters ,Cardigans","House # 2, Road # 8, Block - C, Batoliea, Dhaka, Turag",Dhaka,Turag,2009,Clean
"Danys Knitwear Ltd.",Knit,5,200,118,25000,"T-Shirts ,Plo Shirts","Surabari, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2013,Clean
"Darber Sweater Fashion Ltd.",Sweater,5,358,314,180000,Sweaters,"106, Digirchala, Maleker Bari, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2012,Clean
"Dardha Garments Ltd.",Woven,5,260,115,45000,"Jackets ,Pants ,Rompers","Plot # 11/1, Road # 1, Block - Kha, Section # 6, Dhaka, Mirpur",Dhaka,Mirpur,2000,Clean
"Das Industries Ltd.",Woven,1,3,170,196000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Vill # Shantiniketon, Ward # 6, Pourashava, Rangunia, Chittagong, Chittagong",Chittagong,Chittagong,2023,Clean
"Dastagir Apparels (Pvt.) Ltd.",Knit,5,300,97,150000,"T-Shirts ,Polo Shirts","Chaira Musuri Khola Bazar, Dhaka, Savar",Dhaka,Savar,2007,Clean
"Data Fashion Ltd.",Sweater,5,660,300,62400,Sweaters,"1745/A, Uttar Molla Para, Uttar Khan, Dhaka, Uttara",Dhaka,Uttara,2009,Clean
"Dawn Garments And Textiles Ltd.",Woven,5,315,130,60000,"Pants ,Overall","1, Chandi Charan Bose Street, (Not Found), Dhaka, Wari",Dhaka,Wari,1985,Clean
"Dawn Garments Limited",Woven,5,400,278,10000,"Shirts ,Jackets ,Shorts","Shamir Plaza (7th Floor), Jamgora, EPZ Road, Ashulia, Dhaka, Savar",Dhaka,Savar,1986,Clean
"Day Apparels Ltd.",Knit,5,405,190,95000,"Shirts ,Blouses ,Pants ,Skirts","M.H. Tower, 21, Vogra, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",1995,Clean
"Day Fashions Ltd.",Knit,5,450,126,240000,"Shirts ,Children Wears ,Under Wears ,Knit Items","M.H. tower, 21, Vogra, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2000,Clean
"Debonair Ltd.",Woven,5,3680,2300,29166,"Woven Jackets ,Top ,Bottom","Gorat, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,1992,Clean
"Decent Attire",Woven,5,260,177,30000,"Shirts ,Pants","KA-63/1, Kuril Chowrasta, Dhaka, Badda",Dhaka,Badda,2015,Clean
"Decency Fashion Ltd.",Woven,5,157,78,18000,"Shirts ,Pants","Afnan Plaza, Shaheed Latif Road, 202 (23 New), Mollartek, Dhaka, Dakkhin Khan",Dhaka,"Dakkhin Khan",2015,Clean
"Decent Attire",Woven,5,260,177,30000,"Shirts ,Pants","KA-63/1, Kuril Chowrasta, Dhaka, Badda",Dhaka,Badda,2015,Clean
"Decent Outerwear Ltd.",Knit,5,300,350,100000,"Shirts ,T-Shirts ,Polo Shirts","Siddik Plaza, South Joypura Bazar, Dhaka, Dhamrai",Dhaka,Dhamrai,2012,Clean
"Deen Fashions Ltd",Woven,1,2,127,300000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Plot # C5-C7, BSCIC Industrial Area, Kalurghat, Chattogram, Chittagong",Chittagong,Chittagong,2022,Clean
"Deer Fashions Ltd.",Sweater,5,180,122,10000,Sweaters,"Plot # 39 & 40, Kuturia Dewan Bari, Dhaka, Savar",Dhaka,Savar,1998,Clean
"Defoin Design (Pvt) Ltd.",Woven,5,350,370,90000,"Shirts ,Pants ,Overalls ,Trousers","Plot # 677, Ashulia, Dhaka, Savar",Dhaka,Savar,1997,Clean
"Dekko Apparels Ltd.",Woven,5,529,261,90000,"Shirts ,Blouses ,Jackets ,Skirts","Plot # M-4, Road # 7, Section # 7, Mirpur Housing Estate, Dhaka, Mirpur",Dhaka,Mirpur,1992,Clean
"Dekko Designs Ltd.",Woven,5,800,294,450000,"Shirts ,Jackets ,Pants ,Trousers","Naroshinghapur, Ashulia, Dhaka, Savar",Dhaka,Savar,2009,Clean
"Dekko Fashions Ltd.",Woven,5,986,501,160000,"Shirts ,Blouses ,Skirts","C-35, Section # 7, Mirpur Super Market, Dhaka, Mirpur",Dhaka,Mirpur,1993,Clean
"Dekko Garments Ltd.",Woven,5,644,270,100000,"Shirts ,Blouses ,Skirts","C/35, Section # 7, Mirpur Super Market, Dhaka, Mirpur",Dhaka,Mirpur,1984,Clean
"Dekko Knitwears Limited",Knit,5,375,90,365000,"Kids Wears ,T-shirts ,Polo Shirts ,Tank Tops","Plot # M/2-1, Road # 7, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,1993,Clean
"Dekko Knitwears Ltd. (Unit-2)",Knit,5,340,94,500000,"T-Shirts ,Polo Shirts ,Kids Wears ,Tank Tops","Plot # M/2-1, Road # 7, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,2001,Clean
"Dekko Readywears Ltd.",Woven,5,1245,799,200000,"Shirts ,Jackets ,Trousers","Plot # M-1 (2nd & 5th-8th Fl), Road # 7, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,2006,Clean
"Delicate Garments Ltd.",Woven,5,800,566,480000,Shirts,"Raja Ghat, Rajfulbaria, Dhaka, Savar",Dhaka,Savar,2012,Clean
"Delicate Knitwears Ltd.",Woven,5,370,120,75000,"Ladies Shirts ,Blouses ,Paint Jackets ,Pajama Sets","Rajaghat, Rajfulbaria, Dhaka, Savar",Dhaka,Savar,2008,Clean
"Delmas Apparels (Pvt.) Ltd.",Woven,5,820,676,50000,"Pants ,T-Shirts ,Jacket ,Shirt","Plot # 5, Sector # 2/A, Chittagong, Chittagong",Chittagong,Chittagong,2010,Clean
"Delmas Garments (Pvt) Ltd.",Woven,5,510,540,180000,"Jackets ,Padding Jacket ,Jogging Suits ,Denim","1142, Askasrlead, Chittagong, Chittagong",Chittagong,Chittagong,1984,Clean
"Delta Fashions Ltd.",Woven,5,933,867,170016,"Bottom ,Fleece Jackets ,Shirts","Fleet Club Shopping Complex, Stand Road, Chittagong, Double Mooring",Chittagong,"Double Mooring",1995,Clean
"Delta Socks Ltd.",Knit,5,120,57,100000,Socks,"141-142, Nayarhat, Dhaka, Savar",Dhaka,Savar,2011,Clean
"Delta Ties Limited",Woven,5,30,22,50000,"Ties, Neck ties etc.","Plot # 36, Road # 6/6, Dhaka, Gulshan-2",Dhaka,Gulshan-2,1997,Clean
"Deluxe Apparels Ltd.",Woven,5,260,140,20000,"Trousers ,Jackets ,Jogging Suits","14/Ka, Ring Road, Dhaka, Shamoli",Dhaka,Shamoli,1992,Clean
"Deluxe Fashions Ltd.",Knit,5,1588,520,1200000,"Boxers ,Briefs ,T-Shirts","178/179, Nasirabad I/A, Bayezid Bostami Road, Chittagong, Baizid Bostami",Chittagong,"Bayzid Bostami",1993,Clean
"Denim Attires Ltd.",Woven,5,300,295,60000,"Trousers ,Pants","Nimtoli, Shilmon, Gazipur, Tongi",Gazipur,Tongi,2012,Clean
"Denim Expert Ltd.",Woven,5,1005,748,833000,"Long Pants ,Cargo ,Shorts ,Skirts","Plot # 96-100, Sector # 3, Karnaphuli EPZ, Chittagong, Patenga",Chittagong,Patenga,2010,Clean
"Denim Fashions Ltd.",Woven,5,300,350,25000,"Sharts ,Pants","Shataish, Gazipur, Tongi",Gazipur,Tongi,2014,Clean
"Denim Plus (BD) Ltd.",Woven,5,1260,811,250000,"Jackets ,Ladies Pants ,Skirts","Plot # 3-8, Sector # 7, Chittagong, CEPZ",Chittagong,CEPZ,1998,Clean
"Denimach Ltd.",Woven,5,5000,2000,900000,"Shirts ,Pants ,Shorts ,Skirts","Kewa Mouja, Ward # 5, Master Bari, Gazipur, Sreepur",Gazipur,Sreepur,2007,Clean
"Denimic Industry Limited",Woven,1,125,81,25000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Holding # 20/B, Ward # 46, Chamurkhan, Gobindopur, Uttarkhan, Dhaka, Dhaka",Dhaka,Dhaka,2022,Clean
"Denison Attires Ltd.",Knit,5,600,350,416000,"T-Shirts ,Polo Shirts","West Isdair, Police Line, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,Clean
"Denitex Ltd.",Woven,5,5000,2250,600000,"Shirts ,Pants ,Shorts ,Skirt","9/1, Karna para, Dhaka, Dhaka",Dhaka,Dhaka,2014,Clean
"Deoti Fashion Ltd.",Woven,5,300,160,50000,"Jackets ,Long Trousers ,Shorts","26/1, Shataish Road, Rafi Fahim Complex, Gazipura, Gazipur, Tongi",Gazipur,Tongi,2009,Clean
"Desh Bangla Fashions Ltd.",Woven,5,265,150,50000,"Shirts ,Blouses ,Trousers ,Shorts","65, Lower Jessore Road, Khulna","65, Lower Jessore Road,",Khulna,1985,Clean
"Desh Fashion",Woven,1,1,151,0,"Shirt ,Pant","78/A, South Bisil, Mirpur-1, Dhaka, Dhaka",Dhaka,Dhaka,2022,Anomaly
"Desh Garments Ltd.",Woven,5,930,753,300000,"Woven Shirt ,Uniforms ,Casual Shirt ,Blouse","53/A, Kalurghat Heavy Industrial Area, Chittagong, Chittagong",Chittagong,Chittagong,1985,Clean
"Desh Lanka Ltd.",Woven,5,350,170,20000,"Leather Jackets ,Trousers ,Jogging Suits","Fatema Complex, Ford Nagar, Manikganj, Singaire",Manikganj,Singair,2000,Clean
"Desh Sweater Ltd.",Sweater,5,600,409,40000,"Sweaters ,Pullovers ,Cardigans","Sonda Sarak, Maleker Bari, Sharfipur, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2009,Clean
"Deshone Apparels Ltd.",Knit,5,250,141,234000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","T. H. Bhabon (2nd & 3rd Floor), 71, Borobagh, Dhaka, Mirpur-2",Dhaka,Mirpur-2,2014,Clean
"Design & Fashion Ltd.",Woven,5,564,219,125000,"Shirts ,Boxers ,Payjama","Nimertak, Rajfulbaria, Dhaka, Savar",Dhaka,Savar,1993,Clean
"Design & Source Ltd.",Woven,5,900,400,100000,"Shirts ,Pants ,Skirts ,Shorts","30, Kawran Bazar, Dhaka, Kawran Bazar",Dhaka,"Kawran Bazar",2000,Clean
"Design Apparels (Pvt) Ltd.",Woven,5,280,193,300000,"Underwears ,T-Shirts ,Knit Shorts","Plot # B4, Block - B, Sholashahar, BSCIC, Chittagong, Nasirabad",Chittagong,Nasirabad,2004,Clean
"Design Destination Ltd.",Knit,5,240,140,300000,"T-Shirts ,Polo Shirts","Sayed M Hossain Road, West Isdair, Tagarpar, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,Clean
"Design Express Ltd.",Knit,5,400,170,84000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Bhogra, Gazipur, Chandana",Gazipur,Chandana,2006,Clean
"Design Gallery (PVt) Ltd.",Knit,5,300,234,75000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Plot # 322/B, Medical road, Helal Market, Dhaka, Uttarkhan",Dhaka,"Uttar Khan",2016,Clean
"Design Makers Ltd.",Knit,5,800,500,80000,"Swim Tranks ,Cargo Pants ,Trousers","CDA Plot # C-49, Sagarika Road, Fouzdarhat I/A, Chittagong","CDA Plot # C-49, Sagarika Road, Fouzdarhat I/A",Chittagong,2001,Clean
"Designer Jeans Ltd.",Woven,5,2100,1600,350000,"Trousers ,Trousers ,Bermuda ,Skirts","87, Beron, Ashulia, Dhaka, Savar",Dhaka,Savar,2006,Clean
"Designer Line (Pvt) Ltd.",Woven,5,500,200,60000,"Polo Shirts ,Dresses ,T-Shirts","16/1, New Jurain, Setu Market, Dhaka, Postogola",Dhaka,Postogola,1998,Clean
"Designtex Fashions Ltd.",Knit,5,950,366,400000,"T-Shirts ,Skirts ,Tops","Zirabo, Dhaka, Savar",Dhaka,Savar,2005,Clean
"Designtex Knitwear Ltd.",Sweater,5,2200,1500,383333,Sweater,"Beraider Chala, Gazipur, Sreepur",Gazipur,Sreepur,2016,Clean
"Designtex Sweaters Ltd.",Sweater,5,3200,1700,450000,"Sweaters ,Cardigans ,Pullovers","Plot # 255, Nilnagar, Gazipur, Konabari",Gazipur,Konabari,2002,Clean
"Dessin Wears Ltd.",Sweater,5,400,322,42000,"Sweaters ,Cardigans ,Pullovers","84, Kalmeshwar Road, Gazipur, Board Bazar",Gazipur,"Board Bazar",2002,Clean
"Desun Garments Ltd.",Woven,5,500,335,25000,"Jackets ,Coveralls ,Overalls ,Swimwears","89/1, Birulia Road, Dhaka, Savar",Dhaka,Savar,1998,Clean
"Deva Limited",Knit,5,800,600,420000,"T-Shirts ,Polo Shirts ,Fleece Jackets","Tea Garden Road, Mouchak, Kaliakoir, Gazipur, Gazipur",Gazipur,Gazipur,2003,Clean
"Dew Fashion Ltd.",Knit,5,220,171,334000,"T-Shirts ,Polo Shirts","Sharifpur, Gazipur, National University",Gazipur,"National University",2011,Clean
"Dew-Drops Apparels Ltd.",Woven,5,125,85,20000,"Shorts ,Panties","Momin Road, 8, CDA C/A, Chittagong","Momin Road, 8, CDA C/A",Chittagong,1995,Clean
"Deys Sweaters Ind. Ltd.",Sweater,5,120,600,100000,"Sweaters ,Pullovers ,Cardigans","Burir Bazar, North Gazirchat, Ashulia, Dhaka, Savar",Dhaka,Savar,2010,Clean
"Dhaka Knitting Ltd.",Knit,5,400,175,150000,"T-Shirts ,Polo Shirts ,Tank Tops ,Sweat Shirts","Plot # 14, Block - C, Avenue -2, Section # 12, Dhaka, Mirpur",Dhaka,Mirpur,1990,Clean
"Dhaka Nikk Apparels Limited",Knit,1,2,76,385000,"T-Shirt ,Polo Shirt","Holding # 01, Road # 01, Block # D, Diabari, Nishat Nagar, Turag, Dhaka, Dhaka",Dhaka,Dhaka,2023,Clean
"Dhaka Pullovers Ltd.",Sweater,5,185,330,45000,"Sweaters ,Pullover ,Cardigan","63, Golartak, Mirpur, Dhaka, Dhaka",Dhaka,Dhaka,2004,Clean
"Dhakarea Ltd.",Knit,5,1726,925,600000,"Caps & Hats","Plot # 56-60 & 73-77 (New 23-27), DEPZ, Ganakbari, Ashuilia, Dhaka, Savar",Dhaka,Savar,2008,Clean
"Dharla Fashion Ltd.",Woven,5,370,223,65000,"Swim Trunks ,Trousers ,Shorts","698/699, Sharifpur (3rd Floor), National University, Gazipur","698/699, Sharifpur (3rd Floor), National University",Gazipur,2008,Clean
"Diamond Attires Ltd.",Knit,5,363,152,216000,"T-Shirts ,Polo Shirts","269 Tilargati, Kakil Shatish, Gazipur, Tongi",Gazipur,Tongi,2015,Clean
"Diamond Fashion Wear (Pvt) Ltd.",Woven,5,350,200,60000,"Shirts ,Jeans ,Shortalls","150, Iqbal Road, Chittagong, Patherghata",Chittagong,Patharghata,1986,Clean
"Diamond Knitwear Ltd.",Sweater,5,390,110,25000,Sweaters,"2058, Moti Market, Bahir Signal, Arakan Road, Chittagong, Chandgaon",Chittagong,Chandgaon,1998,Clean
